"REF_DATE","GEO","DGUID","Index","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1995-05","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1995-06","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1995-07","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1995-08","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1995-09","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1995-10","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1995-11","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1995-12","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1996-01","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1996-02","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1996-03","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1996-04","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.2","","","","1"
"1996-05","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1996-06","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1996-07","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1996-08","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1996-09","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1996-10","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1996-11","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1996-12","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1997-01","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1997-02","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1997-03","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1997-04","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","81.7","","","","1"
"1997-05","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","83.0","","","","1"
"1997-06","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","83.0","","","","1"
"1997-07","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","83.0","","","","1"
"1997-08","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","83.0","","","","1"
"1997-09","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","83.0","","","","1"
"1997-10","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","83.0","","","","1"
"1997-11","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","83.0","","","","1"
